record_id,Data_json,redacted_data_json,is_pii
357,"{""data_pipeline"": ""etl_daily"", ""source"": ""mongodb"", ""destination"": ""data_warehouse""}","{""data_pipeline"": ""etl_daily"", ""source"": ""mongodb"", ""destination"": ""data_warehouse""}",False
358,"{""kubernetes_pod"": ""api-deployment-abc123"", ""cpu_usage"": ""65%"", ""memory_usage"": ""512MB""}","{""kubernetes_pod"": ""api-deployment-abc123"", ""cpu_usage"": ""65%"", ""memory_usage"": ""512MB""}",False
359,"{""docker_image"": ""app:v1.2.3"", ""size"": ""150MB"", ""layers"": 8}","{""docker_image"": ""app:v1.2.3"", ""size"": ""150MB"", ""layers"": 8}",False
360,"{""git_branch"": ""feature/new-ui"", ""commits_ahead"": 5, ""merge_conflicts"": false}","{""git_branch"": ""feature/new-ui"", ""commits_ahead"": 5, ""merge_conflicts"": false}",False
361,"{""network_interface"": ""eth0"", ""bytes_in"": 1048576, ""bytes_out"": 524288}","{""network_interface"": ""eth0"", ""bytes_in"": 1048576, ""bytes_out"": 524288}",False
362,"{""file_system"": ""/dev/sda1"", ""total_space"": ""100GB"", ""free_space"": ""25GB""}","{""file_system"": ""/dev/sda1"", ""total_space"": ""100GB"", ""free_space"": ""25GB""}",False
363,"{""process_id"": ""12345"", ""cpu_time"": ""2.5s"", ""memory_usage"": ""256MB""}","{""process_id"": ""12345"", ""cpu_time"": ""2.5s"", ""memory_usage"": ""256MB""}",False
364,"{""thread_pool"": ""worker_threads"", ""active_threads"": 8, ""queue_size"": 15}","{""thread_pool"": ""worker_threads"", ""active_threads"": 8, ""queue_size"": 15}",False
365,"{""garbage_collection"": ""G1GC"", ""pause_time"": ""10ms"", ""frequency"": ""every_30s""}","{""garbage_collection"": ""G1GC"", ""pause_time"": ""10ms"", ""frequency"": ""every_30s""}",False
366,"{""connection_string"": ""postgresql://localhost:5432/app_db"", ""max_connections"": 100, ""current_connections"": 45}","{""connection_string"": ""postgresql://localhost:5432/app_db"", ""max_connections"": 100, ""current_connections"": 45}",False
367,"{""search_index"": ""products_v2"", ""document_count"": 1000000, ""size"": ""2.1GB""}","{""search_index"": ""products_v2"", ""document_count"": 1000000, ""size"": ""2.1GB""}",False
368,"{""message_broker"": ""RabbitMQ"", ""exchange_type"": ""topic"", ""routing_key"": ""order.created""}","{""message_broker"": ""RabbitMQ"", ""exchange_type"": ""topic"", ""routing_key"": ""order.created""}",False
369,"{""streaming_platform"": ""Apache Kafka"", ""partition_count"": 12, ""replication_factor"": 3}","{""streaming_platform"": ""Apache Kafka"", ""partition_count"": 12, ""replication_factor"": 3}",False
370,"{""container_orchestrator"": ""Kubernetes"", ""namespace"": ""production"", ""pod_count"": 25}","{""container_orchestrator"": ""Kubernetes"", ""namespace"": ""production"", ""pod_count"": 25}",False
371,"{""microservice_architecture"": ""event_driven"", ""service_count"": 15, ""communication"": ""async""}","{""microservice_architecture"": ""event_driven"", ""service_count"": 15, ""communication"": ""async""}",False
372,"{""api_gateway"": ""Kong"", ""rate_limiting"": ""1000_rpm"", ""authentication"": ""JWT""}","{""api_gateway"": ""Kong"", ""rate_limiting"": ""1000_rpm"", ""authentication"": ""JWT""}",False
373,"{""service_mesh"": ""Istio"", ""sidecar_proxy"": ""Envoy"", ""mTLS_enabled"": true}","{""service_mesh"": ""Istio"", ""sidecar_proxy"": ""Envoy"", ""mTLS_enabled"": true}",False
374,"{""observability_stack"": ""ELK"", ""log_retention"": ""30_days"", ""alert_rules"": 25}","{""observability_stack"": ""ELK"", ""log_retention"": ""30_days"", ""alert_rules"": 25}",False
375,"{""aadhar"": ""789023456781"", ""address_verification"": ""completed"", ""timestamp"": ""2024-01-20T09:15:00Z""}","{""aadhar"": ""XXXX XXXX 6781"", ""address_verification"": ""completed"", ""timestamp"": ""2024-01-20T09:15:00Z""}",True
376,"{""name"": ""Arjun Kapoor"", ""email"": ""arjun.kapoor@film.in"", ""address"": ""456 Film City Road, Mumbai, 400059""}","{""name"": ""REDACTED_PII"", ""email"": ""REDACTED_PII"", ""address"": ""REDACTED_PII""}",True
377,"{""phone"": ""9876543210"", ""carrier_name"": ""Airtel"", ""plan_type"": ""postpaid""}","{""phone"": ""98XXXXXX10"", ""carrier_name"": ""Airtel"", ""plan_type"": ""postpaid""}",True
378,"{""upi_id"": ""arjun123@paytm"", ""linked_bank"": ""HDFC Bank"", ""kyc_status"": ""verified""}","{""upi_id"": ""arXXXX@paytm"", ""linked_bank"": ""HDFC Bank"", ""kyc_status"": ""verified""}",True
379,"{""passport"": ""P9876543"", ""issue_place"": ""Mumbai"", ""validity"": ""10_years""}","{""passport"": ""PXXXXXXX"", ""issue_place"": ""Mumbai"", ""validity"": ""10_years""}",True
380,"{""name"": ""Sonam Gupta"", ""phone"": ""8765432109"", ""email"": ""sonam@personal.in"", ""device_type"": ""Android""}","{""name"": ""REDACTED_PII"", ""phone"": ""87XXXXXX09"", ""email"": ""REDACTED_PII"", ""device_type"": ""Android""}",True
381,"{""aadhar"": ""890134567890"", ""biometric_status"": ""locked"", ""unlock_required"": true}","{""aadhar"": ""XXXX XXXX 7890"", ""biometric_status"": ""locked"", ""unlock_required"": true}",True
382,"{""name"": ""Vikash Singh"", ""address"": ""789 Sector 18, Noida, 201301"", ""ip_address"": ""203.88.156.72""}","{""name"": ""REDACTED_PII"", ""address"": ""REDACTED_PII"", ""ip_address"": ""REDACTED_PII""}",True
383,"{""phone"": ""7654321098"", ""international_code"": ""+91"", ""verified"": true}","{""phone"": ""76XXXXXX98"", ""international_code"": ""+91"", ""verified"": true}",True
384,"{""upi_id"": ""vikash@okaxis"", ""transaction_pin"": ""set"", ""daily_limit"": 100000}","{""upi_id"": ""viXXXX@okaxis"", ""transaction_pin"": ""set"", ""daily_limit"": 100000}",True
385,"{""passport"": ""L1234567"", ""photo_updated"": ""2024-01-15"", ""pages_left"": 32}","{""passport"": ""LXXXXXXX"", ""photo_updated"": ""2024-01-15"", ""pages_left"": 32}",True
386,"{""name"": ""Meera Sharma"", ""email"": ""meera.sharma@office.com"", ""department"": ""HR""}","{""name"": ""REDACTED_PII"", ""email"": ""REDACTED_PII"", ""department"": ""HR""}",True
387,"{""aadhar"": ""901245678901"", ""mobile_verification"": ""pending"", ""otp_sent"": true}","{""aadhar"": ""XXXX XXXX 8901"", ""mobile_verification"": ""pending"", ""otp_sent"": true}",True
388,"{""name"": ""Rohit Shetty"", ""address"": ""123 Andheri West, Mumbai, 400053"", ""phone"": ""8901234567""}","{""name"": ""REDACTED_PII"", ""address"": ""REDACTED_PII"", ""phone"": ""89XXXXXX67""}",True
389,"{""phone"": ""6789012345"", ""sms_service"": ""enabled"", ""promotional_consent"": false}","{""phone"": ""67XXXXXX45"", ""sms_service"": ""enabled"", ""promotional_consent"": false}",True
390,"{""upi_id"": ""rohit789@ybl"", ""beneficiary_limit"": 20, ""recent_transaction"": ""2024-01-20""}","{""upi_id"": ""roXXXX@ybl"", ""beneficiary_limit"": 20, ""recent_transaction"": ""2024-01-20""}",True
391,"{""passport"": ""A8765432"", ""emergency_contact_name"": ""Priya Shetty"", ""relationship"": ""spouse""}","{""passport"": ""AXXXXXXX"", ""emergency_contact_name"": ""Priya Shetty"", ""relationship"": ""spouse""}",True
392,"{""name"": ""Kavya Madhavan"", ""email"": ""kavya@actress.in"", ""ip_address"": ""117.196.152.38""}","{""name"": ""REDACTED_PII"", ""email"": ""REDACTED_PII"", ""ip_address"": ""REDACTED_PII""}",True
393,"{""aadhar"": ""012356789012"", ""demographic_auth"": ""success"", ""attempt_count"": 1}","{""aadhar"": ""XXXX XXXX 9012"", ""demographic_auth"": ""success"", ""attempt_count"": 1}",True
394,"{""name"": ""Ajay Devgan"", ""address"": ""567 Juhu Scheme, Mumbai, 400049"", ""email"": ""ajay@action.com""}","{""name"": ""REDACTED_PII"", ""address"": ""REDACTED_PII"", ""email"": ""REDACTED_PII""}",True
395,"{""phone"": ""9234567801"", ""call_log_consent"": true, ""privacy_setting"": ""medium""}","{""phone"": ""92XXXXXX01"", ""call_log_consent"": true, ""privacy_setting"": ""medium""}",True
396,"{""upi_id"": ""ajay@icici"", ""merchant_payments"": 15, ""last_settlement"": ""2024-01-19""}","{""upi_id"": ""ajXXXX@icici"", ""merchant_payments"": 15, ""last_settlement"": ""2024-01-19""}",True
397,"{""passport"": ""H9876543"", ""visa_pages"": 8, ""endorsement_pages"": 2}","{""passport"": ""HXXXXXXX"", ""visa_pages"": 8, ""endorsement_pages"": 2}",True
398,"{""name"": ""Tabu Khan"", ""phone"": ""8123456789"", ""email"": ""tabu@versatile.in""}","{""name"": ""REDACTED_PII"", ""phone"": ""81XXXXXX89"", ""email"": ""REDACTED_PII""}",True
399,"{""aadhar"": ""123467890123"", ""bank_seeding"": ""completed"", ""subsidy_linked"": true}","{""aadhar"": ""XXXX XXXX 0123"", ""bank_seeding"": ""completed"", ""subsidy_linked"": true}",True
400,"{""name"": ""Nawazuddin Siddiqui"", ""address"": ""890 Versova Link Road, Mumbai, 400061"", ""ip_address"": ""59.144.203.147""}","{""name"": ""REDACTED_PII"", ""address"": ""REDACTED_PII"", ""ip_address"": ""REDACTED_PII""}",True
401,"{""phone"": ""7890123456"", ""roaming_activated"": true, ""international_plan"": ""active""}","{""phone"": ""78XXXXXX56"", ""roaming_activated"": true, ""international_plan"": ""active""}",True
402,"{""upi_id"": ""nawaz@sbi"", ""family_account"": true, ""members_linked"": 4}","{""upi_id"": ""naXXXX@sbi"", ""family_account"": true, ""members_linked"": 4}",True
403,"{""passport"": ""T5678901"", ""chip_technology"": ""enabled"", ""security_features"": ""enhanced""}","{""passport"": ""TXXXXXXX"", ""chip_technology"": ""enabled"", ""security_features"": ""enhanced""}",True
404,"{""name"": ""Konkona Sen"", ""email"": ""konkona@independent.in"", ""device_id"": ""IPHONE789""}","{""name"": ""REDACTED_PII"", ""email"": ""REDACTED_PII"", ""device_id"": ""REDACTED_PII""}",True
405,"{""aadhar"": ""234578901234"", ""disability_flag"": false, ""senior_citizen"": false}","{""aadhar"": ""XXXX XXXX 1234"", ""disability_flag"": false, ""senior_citizen"": false}",True
406,"{""name"": ""Irrfan Khan"", ""address"": ""234 Hill Road, Mumbai, 400050"", ""phone"": ""6901234578""}","{""name"": ""REDACTED_PII"", ""address"": ""REDACTED_PII"", ""phone"": ""69XXXXXX78""}",True
407,"{""phone"": ""9567801234"", ""caller_tune"": ""enabled"", ""ringback_tone"": ""bollywood_classic""}","{""phone"": ""95XXXXXX34"", ""caller_tune"": ""enabled"", ""ringback_tone"": ""bollywood_classic""}",True
408,"{""upi_id"": ""irrfan@phonepe"", ""insurance_premium"": ""auto_debit"", ""policy_linked"": true}","{""upi_id"": ""irXXXX@phonepe"", ""insurance_premium"": ""auto_debit"", ""policy_linked"": true}",True
409,"{""passport"": ""K8765432"", ""place_of_birth"": ""Mumbai"", ""spouse_name"": ""Sutapa Sikdar""}","{""passport"": ""KXXXXXXX"", ""place_of_birth"": ""Mumbai"", ""spouse_name"": ""Sutapa Sikdar""}",True
410,"{""name"": ""Pankaj Tripathi"", ""email"": ""pankaj@character.in"", ""ip_address"": ""14.139.78.92""}","{""name"": ""REDACTED_PII"", ""email"": ""REDACTED_PII"", ""ip_address"": ""REDACTED_PII""}",True
411,"{""aadhar"": ""345689012345"", ""rural_address"": false, ""urban_classification"": true}","{""aadhar"": ""XXXX XXXX 2345"", ""rural_address"": false, ""urban_classification"": true}",True
412,"{""name"": ""Radhika Apte"", ""address"": ""678 Linking Road, Mumbai, 400054"", ""email"": ""radhika@bold.com""}","{""name"": ""REDACTED_PII"", ""address"": ""REDACTED_PII"", ""email"": ""REDACTED_PII""}",True
413,"{""phone"": ""8456789012"", ""missed_call_alert"": true, ""call_waiting"": ""enabled""}","{""phone"": ""84XXXXXX12"", ""missed_call_alert"": true, ""call_waiting"": ""enabled""}",True
414,"{""upi_id"": ""radhika@unionbank"", ""loan_emi"": ""auto_pay"", ""next_due"": ""2024-02-01""}","{""upi_id"": ""raXXXX@unionbank"", ""loan_emi"": ""auto_pay"", ""next_due"": ""2024-02-01""}",True
415,"{""passport"": ""R2345678"", ""frequent_traveler"": true, ""miles_accumulated"": 50000}","{""passport"": ""RXXXXXXX"", ""frequent_traveler"": true, ""miles_accumulated"": 50000}",True
416,"{""name"": ""Ayushmann Khurrana"", ""phone"": ""7345678901"", ""email"": ""ayushmann@versatile.in""}","{""name"": ""REDACTED_PII"", ""phone"": ""73XXXXXX01"", ""email"": ""REDACTED_PII""}",True
417,"{""aadhar"": ""456790123456"", ""health_id"": ""linked"", ""vaccination_status"": ""fully_vaccinated""}","{""aadhar"": ""XXXX XXXX 3456"", ""health_id"": ""linked"", ""vaccination_status"": ""fully_vaccinated""}",True
418,"{""name"": ""Bhumi Pednekar"", ""address"": ""789 Khar West, Mumbai, 400052"", ""ip_address"": ""122.161.94.205""}","{""name"": ""REDACTED_PII"", ""address"": ""REDACTED_PII"", ""ip_address"": ""REDACTED_PII""}",True
419,"{""phone"": ""9678901234"", ""network_type"": ""4G"", ""data_usage"": ""15GB_monthly""}","{""phone"": ""96XXXXXX34"", ""network_type"": ""4G"", ""data_usage"": ""15GB_monthly""}",True
420,"{""upi_id"": ""bhumi@kotak"", ""savings_goal"": ""home_purchase"", ""target_amount"": 5000000}","{""upi_id"": ""bhXXXX@kotak"", ""savings_goal"": ""home_purchase"", ""target_amount"": 5000000}",True
421,"{""passport"": ""S9012345"", ""digital_copy"": ""available"", ""qr_code"": ""generated""}","{""passport"": ""SXXXXXXX"", ""digital_copy"": ""available"", ""qr_code"": ""generated""}",True
422,"{""name"": ""Rajkummar Rao"", ""email"": ""rajkummar@method.in"", ""device_type"": ""Samsung""}","{""name"": ""REDACTED_PII"", ""email"": ""REDACTED_PII"", ""device_type"": ""Samsung""}",True
423,"{""aadhar"": ""567801234567"", ""aadhaar_pay"": ""enabled"", ""micro_atm"": ""registered""}","{""aadhar"": ""XXXX XXXX 4567"", ""aadhaar_pay"": ""enabled"", ""micro_atm"": ""registered""}",True
424,"{""name"": ""Kriti Sanon"", ""address"": ""123 Versova, Mumbai, 400061"", ""phone"": ""8789012345""}","{""name"": ""REDACTED_PII"", ""address"": ""REDACTED_PII"", ""phone"": ""87XXXXXX45""}",True
425,"{""phone"": ""6789012345"", ""backup_sim"": ""inactive"", ""primary_number"": true}","{""phone"": ""67XXXXXX45"", ""backup_sim"": ""inactive"", ""primary_number"": true}",True
426,"{""upi_id"": ""kriti@yesbank"", ""credit_score_check"": ""monthly"", ""current_score"": 785}","{""upi_id"": ""krXXXX@yesbank"", ""credit_score_check"": ""monthly"", ""current_score"": 785}",True
427,"{""passport"": ""C6789012"", ""biometric_data"": ""encrypted"", ""facial_recognition"": true}","{""passport"": ""CXXXXXXX"", ""biometric_data"": ""encrypted"", ""facial_recognition"": true}",True
428,"{""name"": ""Kartik Aaryan"", ""email"": ""kartik@comedy.in"", ""ip_address"": ""203.192.168.74""}","{""name"": ""REDACTED_PII"", ""email"": ""REDACTED_PII"", ""ip_address"": ""REDACTED_PII""}",True
429,"{""aadhar"": ""678912345678"", ""consent_manager"": ""registered"", ""data_sharing"": ""limited""}","{""aadhar"": ""XXXX XXXX 5678"", ""consent_manager"": ""registered"", ""data_sharing"": ""limited""}",True
430,"{""name"": ""Ananya Panday"", ""address"": ""456 Bandra Bandstand, Mumbai, 400050"", ""email"": ""ananya@gen_z.com""}","{""name"": ""REDACTED_PII"", ""address"": ""REDACTED_PII"", ""email"": ""REDACTED_PII""}",True
431,"{""phone"": ""7890123456"", ""video_calling"": true, ""screen_sharing"": ""enabled""}","{""phone"": ""78XXXXXX56"", ""video_calling"": true, ""screen_sharing"": ""enabled""}",True
432,"{""upi_id"": ""ananya@hdfcbank"", ""student_account"": true, ""education_loan"": ""linked""}","{""upi_id"": ""anXXXX@hdfcbank"", ""student_account"": true, ""education_loan"": ""linked""}",True
433,"{""passport"": ""N3456789"", ""minor_passport"": false, ""guardian_details"": ""not_applicable""}","{""passport"": ""NXXXXXXX"", ""minor_passport"": false, ""guardian_details"": ""not_applicable""}",True
434,"{""name"": ""Tiger Shroff"", ""phone"": ""8901234567"", ""email"": ""tiger@action.in""}","{""name"": ""REDACTED_PII"", ""phone"": ""89XXXXXX67"", ""email"": ""REDACTED_PII""}",True
435,"{""aadhar"": ""789023456789"", ""fitness_tracker"": ""linked"", ""health_records"": ""digital""}","{""aadhar"": ""XXXX XXXX 6789"", ""fitness_tracker"": ""linked"", ""health_records"": ""digital""}",True
436,"{""name"": ""Disha Patani"", ""address"": ""789 Khar Road, Mumbai, 400052"", ""ip_address"": ""117.196.187.56""}","{""name"": ""REDACTED_PII"", ""address"": ""REDACTED_PII"", ""ip_address"": ""REDACTED_PII""}",True
437,"{""phone"": ""9012345678"", ""ai_assistant"": ""enabled"", ""voice_recognition"": true}","{""phone"": ""90XXXXXX78"", ""ai_assistant"": ""enabled"", ""voice_recognition"": true}",True
438,"{""upi_id"": ""disha@axis"", ""fashion_expenses"": ""tracked"", ""budget_alert"": true}","{""upi_id"": ""diXXXX@axis"", ""fashion_expenses"": ""tracked"", ""budget_alert"": true}",True
439,"{""passport"": ""D7890123"", ""travel_insurance"": ""comprehensive"", ""coverage"": ""worldwide""}","{""passport"": ""DXXXXXXX"", ""travel_insurance"": ""comprehensive"", ""coverage"": ""worldwide""}",True
440,"{""name"": ""Vicky Kaushal"", ""email"": ""vicky@intense.in"", ""device_id"": ""ONEPLUS123""}","{""name"": ""REDACTED_PII"", ""email"": ""REDACTED_PII"", ""device_id"": ""REDACTED_PII""}",True
441,"{""aadhar"": ""890134567890"", ""military_service"": ""eligible"", ""ncc_certificate"": true}","{""aadhar"": ""XXXX XXXX 7890"", ""military_service"": ""eligible"", ""ncc_certificate"": true}",True
442,"{""name"": ""Kiara Advani"", ""address"": ""321 Juhu Tara Road, Mumbai, 400049"", ""phone"": ""7123456890""}","{""name"": ""REDACTED_PII"", ""address"": ""REDACTED_PII"", ""phone"": ""71XXXXXX90""}",True
443,"{""phone"": ""8234567890"", ""conference_call"": ""premium"", ""participants_limit"": 50}","{""phone"": ""82XXXXXX90"", ""conference_call"": ""premium"", ""participants_limit"": 50}",True
444,"{""upi_id"": ""kiara@indianbank"", ""jewelry_insurance"": ""active"", ""premium"": ""monthly""}","{""upi_id"": ""kiXXXX@indianbank"", ""jewelry_insurance"": ""active"", ""premium"": ""monthly""}",True
445,"{""passport"": ""V4567890"", ""diplomatic_immunity"": false, ""official_travel"": ""business""}","{""passport"": ""VXXXXXXX"", ""diplomatic_immunity"": false, ""official_travel"": ""business""}",True
446,"{""name"": ""Sidharth Malhotra"", ""email"": ""sidharth@romantic.in"", ""ip_address"": ""59.144.219.83""}","{""name"": ""REDACTED_PII"", ""email"": ""REDACTED_PII"", ""ip_address"": ""REDACTED_PII""}",True
447,"{""aadhar"": ""901245678901"", ""property_registration"": ""linked"", ""stamp_duty"": ""paid""}","{""aadhar"": ""XXXX XXXX 8901"", ""property_registration"": ""linked"", ""stamp_duty"": ""paid""}",True
448,"{""name"": ""Shraddha Kapoor"", ""address"": ""654 Lokhandwala, Mumbai, 400053"", ""email"": ""shraddha@melodious.com""}","{""name"": ""REDACTED_PII"", ""address"": ""REDACTED_PII"", ""email"": ""REDACTED_PII""}",True
449,"{""phone"": ""9345678012"", ""music_streaming"": ""premium"", ""offline_downloads"": 500}","{""phone"": ""93XXXXXX12"", ""music_streaming"": ""premium"", ""offline_downloads"": 500}",True
450,"{""upi_id"": ""shraddha@pnb"", ""concert_tickets"": ""auto_book"", ""artist_alerts"": true}","{""upi_id"": ""shXXXX@pnb"", ""concert_tickets"": ""auto_book"", ""artist_alerts"": true}",True
451,"{""passport"": ""U8901234"", ""artist_visa"": ""multi_entry"", ""performance_permit"": true}","{""passport"": ""UXXXXXXX"", ""artist_visa"": ""multi_entry"", ""performance_permit"": true}",True
452,"{""name"": ""Varun Sharma"", ""phone"": ""8456789012"", ""email"": ""varun@comedy.in""}","{""name"": ""REDACTED_PII"", ""phone"": ""84XXXXXX12"", ""email"": ""REDACTED_PII""}",True
453,"{""aadhar"": ""012356789012"", ""comedy_club"": ""member"", ""performance_rights"": ""registered""}","{""aadhar"": ""XXXX XXXX 9012"", ""comedy_club"": ""member"", ""performance_rights"": ""registered""}",True
454,"{""name"": ""Janhvi Kapoor"", ""address"": ""987 Lokhandwala Complex, Mumbai, 400053"", ""ip_address"": ""203.88.194.127""}","{""name"": ""REDACTED_PII"", ""address"": ""REDACTED_PII"", ""ip_address"": ""REDACTED_PII""}",True
455,"{""phone"": ""7567890123"", ""fashion_alerts"": true, ""brand_notifications"": ""selective""}","{""phone"": ""75XXXXXX23"", ""fashion_alerts"": true, ""brand_notifications"": ""selective""}",True
456,"{""upi_id"": ""janhvi@canara"", ""designer_payments"": ""frequent"", ""luxury_limit"": 1000000}","{""upi_id"": ""jaXXXX@canara"", ""designer_payments"": ""frequent"", ""luxury_limit"": 1000000}",True
457,"{""passport"": ""F5678901"", ""fashion_week"": ""participant"", ""designer_collaboration"": true}","{""passport"": ""FXXXXXXX"", ""fashion_week"": ""participant"", ""designer_collaboration"": true}",True
458,"{""name"": ""Arjun Reddy"", ""email"": ""arjun@intense.in"", ""device_type"": ""OnePlus""}","{""name"": ""REDACTED_PII"", ""email"": ""REDACTED_PII"", ""device_type"": ""OnePlus""}",True
459,"{""aadhar"": ""123467890123"", ""medical_college"": ""alumni"", ""practicing_license"": ""valid""}","{""aadhar"": ""XXXX XXXX 0123"", ""medical_college"": ""alumni"", ""practicing_license"": ""valid""}",True
460,"{""name"": ""Rashmika Mandanna"", ""address"": ""234 Banjara Hills, Hyderabad, 500034"", ""phone"": ""9678901234""}","{""name"": ""REDACTED_PII"", ""address"": ""REDACTED_PII"", ""phone"": ""96XXXXXX34""}",True
461,"{""phone"": ""6890123456"", ""regional_content"": ""Telugu"", ""dubbing_preference"": ""original""}","{""phone"": ""68XXXXXX56"", ""regional_content"": ""Telugu"", ""dubbing_preference"": ""original""}",True
462,"{""upi_id"": ""rashmika@sbi"", ""south_cinema"": ""promotions"", ""fan_engagement"": ""high""}","{""upi_id"": ""raXXXX@sbi"", ""south_cinema"": ""promotions"", ""fan_engagement"": ""high""}",True
463,"{""passport"": ""G6789012"", ""regional_cinema"": ""ambassador"", ""cultural_exchange"": true}","{""passport"": ""GXXXXXXX"", ""regional_cinema"": ""ambassador"", ""cultural_exchange"": true}",True
464,"{""name"": ""Allu Arjun"", ""email"": ""allu@stylish.in"", ""ip_address"": ""14.139.89.156""}","{""name"": ""REDACTED_PII"", ""email"": ""REDACTED_PII"", ""ip_address"": ""REDACTED_PII""}",True
465,"{""aadhar"": ""234578901234"", ""dance_academy"": ""owner"", ""choreography_rights"": ""exclusive""}","{""aadhar"": ""XXXX XXXX 1234"", ""dance_academy"": ""owner"", ""choreography_rights"": ""exclusive""}",True
466,"{""name"": ""Samantha Akkineni"", ""address"": ""567 Film Nagar, Hyderabad, 500096"", ""email"": ""samantha@versatile.in""}","{""name"": ""REDACTED_PII"", ""address"": ""REDACTED_PII"", ""email"": ""REDACTED_PII""}",True
467,"{""phone"": ""8901234567"", ""charity_work"": ""active"", ""foundation_calls"": ""priority""}","{""phone"": ""89XXXXXX67"", ""charity_work"": ""active"", ""foundation_calls"": ""priority""}",True
468,"{""upi_id"": ""samantha@hdfc"", ""donation_auto"": ""monthly"", ""cause"": ""women_empowerment""}","{""upi_id"": ""saXXXX@hdfc"", ""donation_auto"": ""monthly"", ""cause"": ""women_empowerment""}",True
469,"{""passport"": ""I9012345"", ""humanitarian_visa"": ""active"", ""ngo_collaboration"": true}","{""passport"": ""IXXXXXXX"", ""humanitarian_visa"": ""active"", ""ngo_collaboration"": true}",True
470,"{""name"": ""Ram Charan"", ""phone"": ""7234567890"", ""email"": ""ram@megastar.in""}","{""name"": ""REDACTED_PII"", ""phone"": ""72XXXXXX90"", ""email"": ""REDACTED_PII""}",True
471,"{""aadhar"": ""345689012345"", ""horse_racing"": ""license"", ""stable_owner"": true}","{""aadhar"": ""XXXX XXXX 2345"", ""horse_racing"": ""license"", ""stable_owner"": true}",True
472,"{""name"": ""Jr NTR"", ""address"": ""890 Jubilee Hills, Hyderabad, 500033"", ""ip_address"": ""122.161.178.94""}","{""name"": ""REDACTED_PII"", ""address"": ""REDACTED_PII"", ""ip_address"": ""REDACTED_PII""}",True
473,"{""phone"": ""8345678901"", ""political_updates"": ""subscribed"", ""rally_notifications"": true}","{""phone"": ""83XXXXXX01"", ""political_updates"": ""subscribed"", ""rally_notifications"": true}",True
474,"{""upi_id"": ""ntr@andhra"", ""political_donations"": ""transparent"", ""party_fund"": ""contributor""}","{""upi_id"": ""ntXXXX@andhra"", ""political_donations"": ""transparent"", ""party_fund"": ""contributor""}",True
475,"{""passport"": ""J0123456"", ""political_visa"": ""diplomatic"", ""state_visits"": ""official""}","{""passport"": ""JXXXXXXX"", ""political_visa"": ""diplomatic"", ""state_visits"": ""official""}",True
476,"{""name"": ""Mahesh Babu"", ""email"": ""mahesh@superstar.in"", ""device_id"": ""PRINCE123""}","{""name"": ""REDACTED_PII"", ""email"": ""REDACTED_PII"", ""device_id"": ""REDACTED_PII""}",True
477,"{""aadhar"": ""456790123456"", ""production_house"": ""owner"", ""film_financing"": ""independent""}","{""aadhar"": ""XXXX XXXX 3456"", ""production_house"": ""owner"", ""film_financing"": ""independent""}",True
478,"{""name"": ""Prabhas Raju"", ""address"": ""123 Banjara Hills, Hyderabad, 500034"", ""phone"": ""9456789012""}","{""name"": ""REDACTED_PII"", ""address"": ""REDACTED_PII"", ""phone"": ""94XXXXXX12""}",True
479,"{""phone"": ""7678901234"", ""pan_india"": ""stardom"", ""multilingual_alerts"": true}","{""phone"": ""76XXXXXX34"", ""pan_india"": ""stardom"", ""multilingual_alerts"": true}",True
480,"{""upi_id"": ""prabhas@federal"", ""movie_budget"": ""international"", ""currency"": ""multi""}","{""upi_id"": ""prXXXX@federal"", ""movie_budget"": ""international"", ""currency"": ""multi""}",True
481,"{""passport"": ""B3456789"", ""international_filming"": ""permitted"", ""visa_facilitation"": true}","{""passport"": ""BXXXXXXX"", ""international_filming"": ""permitted"", ""visa_facilitation"": true}",True
482,"{""name"": ""Rana Daggubati"", ""email"": ""rana@versatile.in"", ""ip_address"": ""203.192.147.29""}","{""name"": ""REDACTED_PII"", ""email"": ""REDACTED_PII"", ""ip_address"": ""REDACTED_PII""}",True
483,"{""aadhar"": ""567801234567"", ""visual_effects"": ""studio_owner"", ""technology_innovator"": true}","{""aadhar"": ""XXXX XXXX 4567"", ""visual_effects"": ""studio_owner"", ""technology_innovator"": true}",True
484,"{""name"": ""Anushka Shetty"", ""address"": ""456 Filmnagar, Hyderabad, 500096"", ""email"": ""anushka@baahubali.in""}","{""name"": ""REDACTED_PII"", ""address"": ""REDACTED_PII"", ""email"": ""REDACTED_PII""}",True
485,"{""phone"": ""8567890123"", ""fitness_regime"": ""strict"", ""trainer_calls"": ""daily""}","{""phone"": ""85XXXXXX23"", ""fitness_regime"": ""strict"", ""trainer_calls"": ""daily""}",True
486,"{""upi_id"": ""anushka@karnataka"", ""fitness_equipment"": ""premium"", ""health_monitoring"": ""advanced""}","{""upi_id"": ""anXXXX@karnataka"", ""fitness_equipment"": ""premium"", ""health_monitoring"": ""advanced""}",True
487,"{""passport"": ""E4567890"", ""fitness_travel"": ""wellness"", ""spa_treatments"": ""international""}","{""passport"": ""EXXXXXXX"", ""fitness_travel"": ""wellness"", ""spa_treatments"": ""international""}",True
488,"{""name"": ""Tamannaah Bhatia"", ""phone"": ""9789012345"", ""email"": ""tamannah@glamorous.in""}","{""name"": ""REDACTED_PII"", ""phone"": ""97XXXXXX45"", ""email"": ""REDACTED_PII""}",True
